newid,age,sex,grade,peer_ecig_susceptibility,household_tobacco_use,perceived_harm_original,perceived_harm_binary,ever_used_ecig
109144,7,1,4,4,0,3,1,0
109145,7,1,4,3,1,2,0,0
109146,7,2,4,NULL,1,3,1,1
109147,7,2,4,4,0,4,1,0
109148,7,2,4,3,0,3,1,0
109149,6,1,4,4,1,3,1,0
109150,7,2,4,4,0,4,1,0
109151,6,1,4,4,1,4,1,0
109152,7,2,4,4,0,4,1,0
109153,7,1,4,4,0,4,1,0
109154,8,1,4,4,1,3,1,0
109155,7,1,4,4,0,4,1,0
109156,6,2,4,3,0,4,1,0
109157,7,1,4,4,1,3,1,0
109158,7,2,4,4,1,4,1,0
109159,7,1,4,4,0,2,0,0
109160,7,1,4,4,0,4,1,0
109161,7,2,4,4,1,3,1,0
109162,7,2,4,3,0,4,1,0
109164,7,2,4,3,1,4,1,0
109165,7,1,4,4,0,3,1,0
109166,8,2,6,NULL,0,2,0,1
109167,7,2,4,4,0,4,1,0
109168,8,1,4,3,1,4,1,0
109169,7,1,5,NULL,0,3,1,1
109170,7,2,5,3,1,3,1,0
109171,8,1,5,4,1,4,1,0
109172,7,2,5,NULL,1,4,1,1
109173,7,1,5,4,1,4,1,0
109174,7,2,5,NULL,0,2,0,1
109175,7,2,5,NULL,1,3,1,1
109176,8,1,5,4,0,4,1,0
109177,8,1,5,NULL,0,3,1,1
109178,9,1,6,4,0,2,0,0
109179,7,1,5,2,0,2,0,0
109180,8,2,5,4,0,4,1,0
109181,7,1,5,NULL,0,4,1,1
109182,7,2,5,4,0,4,1,0
109183,7,2,5,3,0,4,1,0
109185,7,2,5,4,0,3,1,0
109187,8,2,5,4,0,4,1,0
109188,8,1,5,4,1,3,1,0
109189,7,2,5,3,1,3,1,0
109190,7,2,5,4,0,4,1,0
109191,8,2,5,4,1,4,1,0
109192,8,1,5,4,1,4,1,0
109194,8,2,5,4,0,3,1,0
109195,7,1,5,4,0,4,1,0
109196,7,2,5,2,1,4,1,0
109197,7,1,5,4,0,3,1,0
109199,7,1,5,4,1,3,1,0
109200,7,1,5,3,0,3,1,0
109202,8,2,5,4,1,4,1,0
109203,7,1,5,4,0,4,1,0
109204,8,1,5,4,0,3,1,0
109205,7,2,5,NULL,1,2,0,1
109206,7,2,5,4,1,3,1,0
109207,8,2,6,NULL,1,3,1,1
109208,8,1,6,NULL,0,2,0,1
109209,9,2,6,NULL,0,3,1,1
109210,8,1,6,4,1,3,1,0
109211,9,2,6,4,0,4,1,0
109212,9,1,6,4,0,3,1,0
109213,9,2,6,NULL,1,3,1,1
109214,9,1,6,4,0,4,1,0
109215,8,2,6,4,0,4,1,0
109218,9,1,6,4,0,3,1,0
109219,8,1,6,4,0,3,1,0
109220,8,2,6,4,0,3,1,0
109221,8,2,6,NULL,0,4,1,1
109223,9,2,6,2,0,3,1,0
109224,8,1,6,4,0,4,1,0
109225,8,1,6,4,1,3,1,0
109226,8,2,6,4,0,4,1,0
109227,9,2,6,NULL,1,2,0,1
109228,8,1,6,NULL,1,2,0,1
109229,9,2,7,4,0,4,1,0
109231,10,1,7,2,1,3,1,0
109232,10,2,7,3,0,3,1,0
109233,10,1,7,4,0,3,1,0
109234,10,2,7,NULL,0,4,1,1
109235,9,2,7,4,1,2,0,0
109236,10,2,7,3,0,4,1,0
109237,10,1,7,NULL,1,4,1,1
109238,9,1,7,3,0,4,1,0
109239,10,1,7,NULL,0,3,1,1
109240,10,2,7,4,0,3,1,0
109241,9,2,7,4,0,4,1,0
109242,10,2,7,NULL,1,2,0,1
109243,9,2,7,4,0,4,1,0
109244,9,2,7,4,0,3,1,0
109245,10,1,7,4,0,4,1,0
109246,10,2,7,NULL,0,3,1,1
109247,10,1,7,4,0,3,1,0
109248,10,1,7,4,1,2,0,0
109249,10,1,7,4,0,4,1,0
109250,9,2,7,3,1,3,1,0
109251,10,1,7,4,0,3,1,0
109252,10,1,7,3,0,3,1,0
109254,10,2,7,4,0,4,1,0
109255,9,2,7,4,0,4,1,0
109256,9,1,7,4,1,3,1,0
109257,8,2,6,NULL,1,3,1,1
109258,9,1,6,4,0,3,1,0
109262,8,2,6,4,0,4,1,0
109263,9,2,6,2,0,2,0,0
109264,9,1,6,4,0,3,1,0
109265,8,2,6,2,0,3,1,0
109267,9,1,6,4,0,2,0,0
109268,9,2,6,NULL,1,2,0,1
109269,8,1,6,2,0,4,1,0
109270,8,2,6,NULL,0,4,1,1
109271,8,1,6,4,0,3,1,0
109272,9,2,6,NULL,0,3,1,1
109274,8,2,6,4,0,3,1,0
109275,8,1,6,3,1,3,1,0
109276,8,2,6,4,0,4,1,0
109277,8,1,6,4,1,3,1,0
109278,9,2,6,3,1,2,0,0
109279,8,1,6,4,1,3,1,0
109280,9,1,6,4,1,4,1,0
109281,8,1,4,4,1,2,0,0
109282,6,1,4,3,1,4,1,0
109283,6,1,4,4,1,4,1,0
109284,7,1,4,4,0,4,1,0
109285,7,1,4,4,0,3,1,0
109286,6,2,4,NULL,0,3,1,1
109287,6,1,4,4,1,4,1,0
109288,6,2,4,4,0,4,1,0
109289,8,1,4,4,0,3,1,0
109290,6,1,4,3,0,1,0,0
109291,7,2,4,4,0,4,1,0
109292,7,2,4,NULL,0,3,1,0
109293,7,2,5,3,1,2,0,0
109294,7,2,5,NULL,1,2,0,1
109295,7,2,5,3,1,3,1,0
109296,7,1,4,3,0,2,0,0
109297,7,2,4,4,1,3,1,0
109298,7,2,4,4,0,2,0,0
109299,6,2,4,4,0,4,1,0
109300,6,2,4,3,0,4,1,0
109301,8,1,5,4,0,4,1,0
109302,6,1,4,4,1,3,1,0
109303,7,2,4,3,0,4,1,0
109304,7,2,4,4,0,4,1,0
109305,6,2,4,3,0,3,1,0
109306,7,1,4,3,0,3,1,0
109307,7,2,5,4,0,2,0,0
109310,7,2,4,4,0,4,1,0
109311,6,2,4,3,1,3,1,0
109312,9,2,6,4,0,3,1,0
109313,8,1,6,2,1,1,0,0
109314,8,1,6,NULL,1,3,1,1
109315,8,2,6,NULL,1,2,0,1
109316,8,2,6,NULL,0,2,0,1
109317,9,2,6,NULL,0,3,1,1
109318,8,1,6,3,1,3,1,0
109319,8,2,6,NULL,0,4,1,1
109320,9,2,6,4,0,2,0,0
109321,8,2,6,NULL,0,4,1,1
109322,9,2,6,NULL,0,4,1,1
109323,9,2,7,NULL,1,4,1,1
109325,9,1,7,4,1,4,1,0
109326,6,1,4,4,0,2,0,0
109327,7,1,4,4,0,4,1,0
109328,6,2,4,NULL,1,3,1,1
109329,7,1,4,4,1,4,1,0
109330,7,1,4,4,1,4,1,0
109331,7,1,4,4,0,4,1,0
109332,6,2,4,4,0,4,1,0
109333,7,1,4,3,0,4,1,0
109334,6,2,4,3,0,3,1,0
109335,7,1,4,NULL,0,4,1,1
109336,7,1,4,NULL,0,4,1,1
109337,7,2,4,NULL,1,2,0,1
109338,8,1,5,4,0,4,1,0
109339,7,1,4,3,1,4,1,0
109340,7,2,4,2,0,3,1,0
109342,8,1,4,3,0,3,1,0
109343,8,1,4,3,0,3,1,0
109344,7,1,4,4,0,4,1,0
109345,8,2,4,NULL,1,4,1,1
109346,7,1,4,NULL,0,2,0,1
109349,8,1,5,3,0,1,0,0
109352,8,1,5,4,1,4,1,0
109353,7,2,5,NULL,1,4,1,1
109354,7,1,5,4,1,4,1,0
109355,9,1,5,NULL,1,3,1,1
109357,8,1,5,4,0,3,1,0
109359,8,1,5,NULL,1,2,0,1
109360,10,2,6,NULL,1,3,1,1
109361,8,2,5,NULL,1,3,1,1
109363,8,1,5,NULL,1,2,0,1
109364,8,2,5,NULL,1,2,0,1
109366,8,1,6,4,0,2,0,0
109367,7,2,5,3,0,4,1,0
109368,8,1,5,4,1,3,1,0
109370,8,2,5,4,0,3,1,0
109371,9,1,6,4,0,4,1,0
109372,8,1,6,NULL,0,2,0,1
109375,10,2,6,NULL,0,2,0,1
109376,9,2,6,NULL,0,3,1,1
109377,9,1,6,NULL,1,2,0,1
109378,9,2,6,3,1,2,0,0
109380,9,1,6,NULL,1,3,1,1
109381,8,2,6,NULL,1,3,1,1
109383,9,2,6,NULL,1,4,1,1
109384,9,1,6,NULL,0,3,1,1
109385,9,2,6,NULL,1,2,0,1
109386,10,1,6,NULL,1,3,1,1
109388,10,1,6,3,1,3,1,0
109389,9,2,6,NULL,1,4,1,1
109392,9,1,6,NULL,0,3,1,1
109393,9,1,6,4,0,4,1,0
109394,9,1,6,4,0,3,1,0
109395,9,1,6,4,1,3,1,0
109397,8,1,6,NULL,1,2,0,1
109398,9,1,6,NULL,0,2,0,1
109399,9,2,6,2,1,3,1,0
109400,9,1,6,3,0,3,1,0
109401,9,2,6,NULL,0,3,1,1
109403,8,1,6,4,1,3,1,0
109404,8,2,6,NULL,0,4,1,1
109405,6,2,4,4,0,3,1,0
109407,7,2,4,4,0,4,1,0
109408,8,1,4,4,0,3,1,0
109409,7,1,4,NULL,0,4,1,1
109411,7,1,4,4,0,4,1,0
109412,7,1,4,NULL,0,4,1,1
109413,7,1,4,4,1,3,1,0
109415,8,2,4,NULL,1,3,1,1
109417,7,1,4,NULL,0,4,1,1
109418,7,1,4,NULL,0,2,0,1
109419,6,1,5,4,0,4,1,0
109420,8,1,5,3,1,4,1,0
109422,7,1,4,NULL,1,2,0,1
109423,7,2,4,4,0,4,1,0
109424,6,1,4,2,1,2,0,0
109426,8,1,4,4,0,4,1,0
109427,7,1,4,3,1,2,0,0
109428,7,2,4,3,0,3,1,0
109429,7,1,4,4,0,3,1,0
109430,7,2,4,4,0,3,1,0
109431,6,1,4,4,0,4,1,0
109433,6,2,4,4,0,3,1,0
109434,7,2,4,3,1,3,1,0
109435,6,1,4,4,1,3,1,0
109436,6,2,4,4,1,4,1,0
109437,6,2,4,4,0,4,1,0
109438,6,2,4,3,0,3,1,0
109439,6,2,4,4,0,3,1,0
109440,6,2,4,2,1,2,0,0
109441,7,1,4,4,0,4,1,0
109442,6,1,4,4,0,4,1,0
109443,6,2,4,4,0,4,1,0
109445,6,1,4,4,0,3,1,0
109446,6,2,4,4,0,4,1,0
109447,7,2,4,4,0,4,1,0
109448,7,1,4,4,0,4,1,0
109449,6,2,4,4,1,3,1,0
109450,7,2,4,4,0,4,1,0
109451,7,2,4,3,0,4,1,0
109452,6,1,4,4,0,3,1,0
109453,7,2,4,4,1,3,1,0
109454,6,2,4,4,0,3,1,0
109455,6,1,4,3,0,4,1,0
109456,7,1,4,4,0,3,1,0
109457,7,2,4,4,1,4,1,0
109459,6,1,4,4,0,4,1,0
109460,7,1,4,3,0,4,1,0
109461,6,1,4,4,0,4,1,0
109462,7,1,4,3,0,3,1,0
109463,6,1,4,4,0,4,1,0
109464,7,1,4,3,0,2,0,0
109465,6,1,4,3,1,3,1,0
109466,6,2,4,4,0,3,1,0
109467,7,2,4,4,0,3,1,0
109468,7,2,4,3,1,4,1,0
109469,7,1,4,4,0,4,1,0
109470,7,2,5,4,1,4,1,0
109471,7,2,5,4,0,4,1,0
109472,11,2,1,4,0,4,1,0
109473,7,1,5,4,0,4,1,0
109474,7,2,5,4,0,3,1,0
109475,7,1,5,4,0,3,1,0
109476,7,1,5,4,0,4,1,0
109477,7,1,5,4,0,2,0,0
109478,7,2,5,4,0,3,1,0
109479,7,1,5,4,0,2,0,0
109480,8,1,5,3,0,3,1,0
109481,7,2,5,4,0,3,1,0
109482,7,1,5,3,0,3,1,0
109483,7,2,5,3,0,3,1,0
109484,7,1,5,4,0,4,1,0
109485,7,2,5,4,0,3,1,0
109486,7,1,5,4,0,4,1,0
109487,7,2,5,3,0,4,1,0
109488,7,1,5,4,0,3,1,0
109489,7,2,5,2,0,2,0,0
109490,7,1,5,4,0,4,1,0
109491,8,1,5,4,0,2,0,0
109492,7,1,5,3,1,3,1,0
109493,7,2,5,1,0,2,0,0
109494,7,1,5,4,0,3,1,0
109495,7,1,5,4,0,4,1,0
109496,7,2,5,4,0,4,1,0
109497,7,2,5,4,0,4,1,0
109498,7,1,5,4,0,4,1,0
109499,7,2,5,4,0,3,1,0
109500,7,2,5,4,0,4,1,0
109501,7,2,5,4,1,4,1,0
109502,7,2,5,3,0,3,1,0
109503,7,2,5,4,0,4,1,0
109504,7,2,5,NULL,1,2,0,1
109505,7,1,5,4,0,4,1,0
109506,7,2,5,4,0,3,1,0
109507,7,1,5,4,1,4,1,0
109509,7,2,5,4,0,3,1,0
109510,9,2,6,2,0,3,1,0
109511,8,1,6,3,0,2,0,0
109512,8,1,6,NULL,0,2,0,1
109513,8,2,6,4,0,4,1,0
109514,9,1,6,3,1,4,1,0
109515,9,1,6,4,0,3,1,0
109516,8,1,6,4,0,4,1,0
109517,10,1,6,4,0,3,1,0
109518,9,2,6,4,0,4,1,0
109519,8,2,6,NULL,0,3,1,1
109520,8,1,6,4,0,2,0,0
109521,9,2,6,NULL,0,4,1,1
109522,8,2,6,4,0,4,1,0
109523,9,2,6,4,0,3,1,0
109524,8,2,6,3,0,3,1,0
109525,9,1,6,4,0,4,1,0
109526,8,1,6,4,0,2,0,0
109527,9,1,6,4,0,2,0,0
109528,9,1,6,3,0,3,1,0
109529,8,2,6,4,0,3,1,0
109530,8,1,6,4,0,4,1,0
109531,9,2,6,4,0,3,1,0
109532,8,1,6,4,0,4,1,0
109533,9,2,6,4,0,4,1,0
109534,9,1,6,3,0,2,0,0
109535,9,1,6,4,0,3,1,0
109536,9,1,6,3,0,3,1,0
109537,9,1,6,4,0,4,1,0
109538,9,2,6,4,0,3,1,0
109539,9,2,6,2,0,3,1,0
109541,8,1,6,4,0,4,1,0
109542,9,1,6,4,0,4,1,0
109543,8,1,6,4,0,4,1,0
109544,9,2,6,4,0,4,1,0
109545,8,1,6,4,0,4,1,0
109546,8,2,6,4,0,4,1,0
109547,8,2,6,3,0,3,1,0
109548,9,1,6,4,0,4,1,0
109549,8,1,6,4,0,3,1,0
109550,8,2,6,4,0,3,1,0
109551,10,2,7,4,0,4,1,0
109552,10,1,7,4,0,3,1,0
109553,10,2,7,4,0,4,1,0
109554,10,2,7,2,0,2,0,0
109555,10,2,7,3,0,3,1,0
109556,10,1,7,3,0,3,1,0
109557,11,1,7,4,0,4,1,0
109558,9,1,7,4,0,3,1,0
109559,9,2,7,2,0,3,1,0
109560,10,1,7,4,0,3,1,0
109561,9,2,7,4,0,3,1,0
109562,9,2,7,NULL,1,4,1,1
109563,9,2,7,4,0,4,1,0
109564,9,1,7,4,0,4,1,0
109565,10,1,7,3,0,2,0,0
109566,10,2,7,4,0,4,1,0
109567,10,2,7,3,0,4,1,0
109568,9,1,7,2,1,3,1,0
109570,9,2,7,4,0,4,1,0
109571,10,1,7,4,0,3,1,0
109572,10,2,7,3,0,3,1,0
109573,10,1,7,3,1,4,1,0
109574,10,2,7,4,0,3,1,0
109575,9,2,7,4,0,2,0,0
109577,10,2,7,4,0,4,1,0
109578,10,2,7,2,0,3,1,0
109579,9,1,7,4,0,3,1,0
109580,9,1,7,NULL,0,2,0,1
109581,10,1,7,4,0,3,1,0
109582,10,2,7,NULL,1,2,0,1
109584,9,1,7,4,0,4,1,0
109586,10,1,7,4,0,2,0,0
109587,10,1,7,3,1,2,0,0
109588,9,2,7,4,0,4,1,0
109589,7,2,4,4,0,4,1,0
109590,7,1,4,NULL,1,2,0,1
109592,6,2,4,NULL,0,3,1,1
109593,6,2,4,4,1,3,1,0
109595,6,2,4,3,1,4,1,0
109597,6,2,4,3,1,3,1,0
109598,7,1,4,4,0,2,0,0
109599,7,2,4,NULL,0,4,1,1
109600,7,2,4,4,0,4,1,0
109601,7,2,4,3,0,2,0,0
109602,7,2,4,4,0,3,1,0
109603,7,2,4,3,0,3,1,0
109604,6,2,4,NULL,0,1,0,1
109605,6,1,4,4,1,2,0,0
109606,6,2,4,3,1,4,1,0
109607,6,2,4,3,0,4,1,0
109608,7,2,4,2,1,3,1,0
109609,8,1,4,4,0,4,1,0
109610,6,1,4,4,0,3,1,0
109611,6,2,4,3,0,3,1,0
109612,7,1,4,4,0,3,1,0
109613,6,1,4,3,0,2,0,0
109614,6,2,4,4,0,3,1,0
109615,7,1,4,4,0,4,1,0
109616,6,2,4,NULL,0,4,1,1
109617,6,1,4,4,0,2,0,0
109618,7,2,4,4,1,4,1,0
109619,7,2,4,4,0,3,1,0
109620,7,2,4,4,0,3,1,0
109621,7,2,4,4,0,3,1,0
109622,7,1,4,4,0,2,0,0
109623,7,2,4,NULL,1,3,1,1
109624,7,1,4,4,0,3,1,0
109625,6,2,4,3,0,4,1,0
109626,6,1,4,4,0,3,1,0
109627,7,1,4,4,1,3,1,0
109628,7,2,4,NULL,0,3,1,1
109629,7,1,4,4,0,2,0,0
109630,6,2,4,4,0,4,1,0
109631,8,1,4,4,0,4,1,0
109632,7,2,4,NULL,0,4,1,1
109633,6,2,4,3,0,4,1,0
109634,7,1,4,2,0,3,1,0
109635,7,1,4,4,0,2,0,0
109636,7,1,4,NULL,0,4,1,1
109637,7,1,4,3,0,4,1,0
109638,6,1,4,3,0,4,1,0
109639,7,2,4,3,0,4,1,0
109640,7,1,5,3,0,2,0,0
109641,8,2,5,3,0,3,1,0
109642,8,1,5,3,0,4,1,0
109643,8,2,5,NULL,1,4,1,1
109644,7,2,5,3,0,4,1,0
109645,9,1,5,3,0,4,1,0
109646,7,1,5,4,0,3,1,0
109647,8,2,5,NULL,0,3,1,1
109648,8,1,5,4,1,3,1,0
109649,7,2,5,4,0,3,1,0
109650,8,1,5,4,0,4,1,0
109651,8,1,5,4,0,3,1,0
109652,7,2,5,4,1,4,1,0
109653,7,1,5,3,0,4,1,0
109654,8,1,5,3,0,3,1,0
109655,8,2,5,3,1,3,1,0
109656,8,1,5,4,0,4,1,0
109657,7,2,5,4,0,4,1,0
109658,8,2,5,4,0,3,1,0
109659,7,1,5,4,0,3,1,0
109660,8,1,5,4,0,4,1,0
109661,8,2,5,NULL,0,4,1,1
109662,8,1,5,2,0,1,0,0
109663,8,1,5,4,0,3,1,0
109664,8,2,5,4,0,4,1,0
109665,8,2,5,3,0,3,1,0
109667,7,2,5,4,0,4,1,0
109668,7,1,5,4,0,2,0,0
109669,8,1,5,4,0,4,1,0
109670,8,2,5,4,0,4,1,0
109671,7,2,5,3,0,3,1,0
109672,8,1,5,4,1,2,0,0
109673,7,1,5,4,0,4,1,0
109674,7,1,5,4,0,3,1,0
109675,8,1,5,3,1,3,1,0
109676,7,2,5,3,0,3,1,0
109677,7,2,5,4,0,4,1,0
109678,7,1,5,4,0,4,1,0
109679,8,1,5,4,0,3,1,0
109680,7,2,5,3,0,4,1,0
109681,8,1,5,3,0,3,1,0
109682,7,2,5,NULL,1,3,1,1
109683,7,2,5,4,0,2,0,0
109684,8,1,5,4,0,4,1,0
109685,9,1,5,3,1,3,1,0
109686,8,2,5,3,1,4,1,0
109687,7,2,5,3,0,4,1,0
109688,8,2,5,4,0,4,1,0
109689,9,1,6,3,0,3,1,0
109690,9,1,6,4,0,3,1,0
109691,9,1,6,NULL,1,3,1,1
109692,11,1,6,3,0,3,1,0
109693,9,1,6,4,0,2,0,0
109694,9,2,6,4,0,3,1,0
109695,9,1,6,3,0,2,0,0
109696,9,1,6,4,0,4,1,0
109698,8,2,6,3,0,4,1,0
109699,9,1,6,NULL,0,3,1,1
109700,8,1,6,3,0,3,1,0
109701,8,1,6,4,0,4,1,0
109702,8,2,6,4,0,4,1,0
109705,10,1,6,4,0,3,1,0
109706,10,1,6,4,0,2,0,0
109707,9,1,6,4,0,3,1,0
109708,8,1,6,4,0,4,1,0
109709,8,1,6,4,0,3,1,0
109710,9,1,6,4,0,3,1,0
109711,8,1,6,NULL,1,3,1,1
109712,9,1,6,4,0,3,1,0
109713,9,2,6,NULL,1,4,1,1
109714,9,1,6,4,0,4,1,0
109715,9,1,6,3,0,2,0,0
109716,10,1,6,4,0,4,1,0
109717,9,2,6,NULL,1,3,1,1
109718,8,2,6,2,0,4,1,0
109719,9,1,6,NULL,1,4,1,1
109720,9,1,6,4,0,4,1,0
109721,8,1,6,3,1,1,0,0
109722,9,1,6,4,0,2,0,0
109723,9,1,6,4,1,4,1,0
109724,9,1,6,4,0,3,1,0
109725,9,1,6,4,0,4,1,0
109726,8,1,6,3,0,2,0,0
109727,9,2,6,3,0,4,1,0
109728,9,1,6,3,1,3,1,0
109729,9,1,6,3,0,3,1,0
109730,8,1,6,4,0,3,1,0
109731,9,1,6,2,0,4,1,0
109732,9,1,6,3,0,3,1,0
109733,9,1,6,3,1,4,1,0
109734,8,1,6,4,0,4,1,0
109735,8,2,6,NULL,0,3,1,1
109736,9,2,6,4,0,4,1,0
109737,9,1,6,3,0,3,1,0
109738,9,2,6,NULL,0,2,0,1
109739,9,1,6,4,0,4,1,0
109740,9,1,7,4,0,3,1,0
109741,9,1,7,4,0,4,1,0
109742,10,1,7,4,0,4,1,0
109743,10,2,7,4,0,3,1,0
109744,10,2,7,4,0,3,1,0
109745,9,2,7,NULL,0,4,1,1
109746,9,2,7,3,0,3,1,0
109747,9,2,7,3,0,2,0,0
109748,10,2,7,4,0,4,1,0
109749,9,1,7,4,1,3,1,0
109750,9,2,7,NULL,0,3,1,1
109751,10,2,7,4,0,3,1,0
109752,9,1,7,3,0,4,1,0
109753,10,1,7,NULL,0,3,1,1
109754,11,1,7,NULL,0,3,1,1
109755,10,1,7,NULL,0,4,1,1
109756,10,1,7,4,0,3,1,0
109757,10,1,7,4,0,3,1,0
109758,10,1,7,3,0,4,1,0
109759,10,1,7,4,0,3,1,0
109760,9,1,7,NULL,0,3,1,1
109761,10,1,7,4,0,4,1,0
109762,10,1,7,4,0,3,1,0
109765,10,1,7,4,0,3,1,0
109766,9,1,7,3,0,3,1,0
109767,10,2,7,NULL,0,3,1,1
109768,9,1,7,4,0,2,0,0
109769,10,2,7,NULL,0,3,1,1
109770,10,2,7,4,0,4,1,0
109771,9,2,7,4,0,3,1,0
109773,10,1,7,4,0,4,1,0
109774,10,2,7,NULL,0,3,1,0
109775,9,2,7,4,1,3,1,0
109776,10,1,7,NULL,0,4,1,1
109777,9,1,7,4,0,4,1,0
109778,10,1,7,4,0,3,1,0
109779,9,1,7,2,0,2,0,0
109780,9,2,7,NULL,0,3,1,1
109781,10,1,7,4,0,4,1,0
109782,9,2,7,3,1,3,1,0
109783,9,1,7,4,0,4,1,0
109785,10,1,7,NULL,0,3,1,1
109786,10,1,7,4,0,4,1,0
109787,10,1,7,4,0,4,1,0
109788,9,2,7,4,0,3,1,0
109789,10,2,7,3,0,2,0,0
109790,10,1,7,4,0,4,1,0
109791,10,1,7,NULL,0,3,1,1
109792,10,1,7,4,0,4,1,0
109793,10,1,7,NULL,0,4,1,1
109794,9,2,7,4,0,4,1,0
109795,10,1,7,4,0,4,1,0
109796,10,2,7,4,0,4,1,0
109797,10,2,7,3,0,2,0,0
109798,10,1,7,3,0,3,1,0
109799,10,2,7,3,0,3,1,0
109800,7,2,4,4,0,3,1,0
109801,8,1,5,4,0,3,1,0
109802,7,1,4,4,0,4,1,0
109803,7,2,5,NULL,1,3,1,1
109804,8,1,5,4,0,4,1,0
109805,8,2,5,NULL,0,4,1,1
109806,8,1,5,NULL,1,2,0,1
109808,8,1,5,4,0,2,0,0
109809,8,2,5,4,0,3,1,0
109810,8,1,5,NULL,0,3,1,1
109811,8,1,5,NULL,0,3,1,1
109812,8,1,5,3,0,3,1,0
109813,9,1,5,4,0,4,1,0
109814,7,1,5,3,0,2,0,0
109815,8,1,5,4,0,4,1,0
109816,7,2,5,4,1,3,1,0
109817,8,1,5,NULL,1,3,1,1
109818,8,2,5,NULL,0,2,0,1
109819,8,1,5,NULL,0,1,0,1
109821,8,1,5,2,1,3,1,0
109822,9,1,6,4,0,4,1,0
109823,8,1,5,3,0,4,1,0
109824,9,1,6,NULL,0,4,1,1
109825,7,2,5,4,0,4,1,0
109827,8,1,5,4,0,3,1,0
109828,8,1,5,NULL,0,3,1,1
109829,8,2,5,4,0,4,1,0
109831,8,1,5,NULL,0,4,1,1
109832,8,1,5,4,0,3,1,0
109833,7,2,5,NULL,1,2,0,1
109834,8,1,5,3,0,3,1,0
109835,7,2,5,NULL,1,3,1,1
109836,9,2,6,4,0,4,1,0
109837,8,1,6,4,0,1,0,0
109838,8,1,6,4,0,4,1,0
109839,9,1,6,NULL,1,4,1,1
109840,8,1,6,4,0,3,1,0
109841,8,2,6,3,0,3,1,0
109842,8,1,6,2,1,3,1,0
109843,8,2,6,4,0,3,1,0
109844,8,2,6,NULL,1,3,1,1
109845,9,2,6,3,0,3,1,0
109846,8,2,6,4,0,3,1,0
109847,8,1,6,3,0,2,0,0
109848,9,1,6,NULL,0,3,1,1
109849,8,1,6,NULL,1,3,1,1
109850,9,1,6,3,1,2,0,0
109851,9,2,6,3,0,3,1,0
109852,9,1,6,NULL,1,2,0,1
109853,8,1,6,NULL,1,3,1,1
109854,9,2,6,2,0,2,0,0
109855,8,1,6,NULL,0,4,1,1
109856,7,1,4,3,0,2,0,0
109857,6,2,4,4,0,3,1,0
109859,6,2,4,3,0,3,1,0
109860,6,1,4,4,0,4,1,0
109862,7,1,4,4,0,3,1,0
109863,6,2,4,3,0,3,1,0
109864,7,2,4,4,0,4,1,0
109865,6,1,4,3,0,3,1,0
109866,6,2,4,4,0,2,0,0
109867,6,1,4,4,0,3,1,0
109868,6,1,4,NULL,1,3,1,1
109869,7,2,4,4,0,3,1,0
109870,7,2,4,NULL,0,2,0,1
109871,6,1,4,4,0,3,1,0
109873,6,2,4,3,0,3,1,0
109874,7,1,4,NULL,0,3,1,1
109875,7,2,4,3,0,3,1,0
109876,6,2,4,4,0,3,1,0
109877,7,1,5,3,0,4,1,0
109878,7,2,5,NULL,0,2,0,1
109879,8,1,5,4,0,4,1,0
109880,8,1,5,NULL,0,3,1,1
109881,7,2,5,4,0,4,1,0
109882,7,1,5,4,0,3,1,0
109883,8,1,5,3,0,4,1,0
109884,8,2,5,3,1,3,1,0
109885,8,1,5,3,0,3,1,0
109886,7,2,5,NULL,0,4,1,1
109887,8,2,5,4,0,3,1,0
109888,7,2,5,4,0,3,1,0
109889,7,1,5,NULL,0,3,1,1
109891,8,1,6,NULL,0,3,1,1
109892,8,1,6,NULL,0,3,1,1
109893,8,1,6,4,1,4,1,0
109894,8,1,6,NULL,0,3,1,1
109895,8,2,6,NULL,0,2,0,1
109897,8,1,6,4,0,4,1,0
109898,9,1,6,4,0,4,1,0
109899,9,2,6,4,0,4,1,0
109900,8,2,6,NULL,1,3,1,1
109901,9,2,6,NULL,0,2,0,1
109902,9,1,6,4,0,2,0,0
109904,9,1,6,NULL,0,2,0,1
109905,8,2,6,3,0,3,1,0
109906,8,1,6,NULL,0,3,1,1
109907,10,2,7,4,0,4,1,0
109908,10,1,7,NULL,0,3,1,1
109909,9,1,7,NULL,0,2,0,1
109911,9,1,7,NULL,0,3,1,1
109912,9,1,7,NULL,0,2,0,1
109914,10,1,7,NULL,0,4,1,1
109915,10,2,7,NULL,0,3,1,1
109916,10,1,7,4,0,3,1,0
109917,10,2,7,NULL,1,4,1,1
109918,9,1,7,4,0,2,0,0
109919,9,2,7,NULL,0,3,1,1
109920,10,1,7,NULL,1,4,1,1
109922,9,2,7,NULL,1,4,1,1
109923,10,2,7,4,0,4,1,0
109924,9,1,6,NULL,0,3,1,1
109925,9,1,6,NULL,1,3,1,1
109926,9,1,6,NULL,0,4,1,1
109927,9,1,6,NULL,0,2,0,1
109928,8,2,6,NULL,1,3,1,1
109929,9,1,6,NULL,0,3,1,1
109930,8,2,6,3,1,2,0,0
109931,8,2,6,4,0,4,1,0
109932,8,2,6,NULL,0,4,1,1
109933,9,1,6,NULL,0,2,0,1
109934,8,2,6,NULL,0,3,1,1
109935,8,2,6,NULL,0,3,1,1
